data_ref_safra,seller_id,uf,tot_orders_12m,tot_items_12m,tot_items_dist_12m,receita_12m,recencia,nao_revendeu_next_6m
2018-02-01,918717417d88a9f9ae9735567e6c7682,SP,3,3,2,335.70000000000005,29,0
2018-02-01,918f6fbcf3ab724d805867303e593a1b,SP,2,3,2,79.69999999999999,335,1
2018-02-01,9198786624eaeb375793215cad26cfa6,SC,3,4,3,303.6,294,0
2018-02-01,91f0eec23d4a61d7d7caeefa3f0ad1ca,SC,5,5,2,995.9,9,0
2018-02-01,91f5779a8731baca4809fdeade81803f,RJ,4,4,4,297.48,6,0
2018-02-01,91f848e9f4be368f4318775aac733370,SP,60,70,10,5668.609999999993,183,1
2018-02-01,9200e6ce317b67196b6b0bad4d4bd567,RJ,1,1,1,36.9,309,1
2018-02-01,921323538c9f1c4e816f2720eac02bea,SP,2,2,2,220.98000000000002,13,0
2018-02-01,92c8bc6e8f925792247656fed09aad65,SP,2,2,2,134.8,142,1
2018-02-01,92d14edfb62ee5ae7fdff70b0f4e7233,SP,5,10,3,185.0,20,0
2018-02-01,92eb0f42c21942b6552362b9b114707d,SP,213,222,36,4011.909999999993,0,0
2018-02-01,934ed5cd1b9c1c7382d0a94a94b9e639,PR,1,1,1,125.85,354,1
2018-02-01,93b9a99027bd8bd6af682aff18dd19bf,SP,11,11,10,1243.0,5,0
2018-02-01,93bef6edaa84956e8e575016449b6351,SP,1,1,1,115.0,187,1
2018-02-01,93dc87703c046b603023e75222018b45,MG,9,10,8,1775.35,2,0
2018-02-01,94144541854e298c2d976cb893b81343,RS,65,73,23,17175.579999999984,20,0
2018-02-01,941554c5757b73ba0e50aa7732310afc,SP,3,4,2,107.69,245,1
2018-02-01,9449f25aeaf531019b76999ea49a6949,RJ,8,8,7,1739.5600000000002,123,0
2018-02-01,9485a23c0430ba1d58d359391606fce6,SP,4,4,4,830.9,34,1
2018-02-01,94b9108d4b637ba65bb4f1e53cfcf8d8,SP,2,2,1,7.7,94,0
2018-02-01,94c49f20a123aeb9360dbf80ff912bf6,SP,3,3,2,277.75,239,1
2018-02-01,94ca168e8bcb407ab85c5da308863027,SP,1,1,1,38.9,71,0
2018-02-01,94e93ce877be27a515118dbfd2c2be41,SP,29,34,18,5436.58,140,1
2018-02-01,9535a841eecebed61a9fb1ac1cbb5597,SP,1,1,1,598.9,353,1
2018-02-01,9539213aa8e023c01937bef95dc006da,SP,2,2,2,49.8,1,0
2018-02-01,954e95f20808d7e5d11f0de292d078e0,MG,3,4,2,158.78,66,1
2018-02-01,9558aa23f77a9e0a0eca83540999f43b,PR,1,1,1,39.0,274,1
2018-02-01,955fee9216a65b617aa5c0531780ce60,SP,408,472,41,34477.28000000011,0,0
2018-02-01,9596c870880d900012f2e8e6e30d06d7,MG,7,7,3,5020.5,12,0
2018-02-01,95b293867b5862941c9cd74f756a3c68,SP,5,5,3,460.5,9,0
2018-02-01,95e03ca3d4146e4011985981aeb959b9,RJ,123,134,37,8454.049999999988,1,0
2018-02-01,95ec4458365c4d11f452ccf538377619,SP,2,2,2,166.8,8,0
2018-02-01,95f83f51203c626648c875dd41874c7f,MG,11,25,6,668.85,8,0
2018-02-01,9616352088dcf83a7c06637f4ebf1c80,PR,80,86,5,5025.999999999999,35,0
2018-02-01,961dff0a659b4561334372337dd897d9,RJ,3,3,3,7297.0,239,1
2018-02-01,9646c3513289980f17226a2fc4720dbd,SP,59,66,21,2719.500000000002,25,0
2018-02-01,96493fab2fbb13a14d0c0e8772eef5c3,SP,48,49,42,14099.0,3,0
2018-02-01,9674754b5a0cb32b638cec001178f799,SP,59,63,31,3225.340000000002,0,0
2018-02-01,96804ea39d96eb908e7c3afdb671bb9e,MG,27,29,4,2818.549999999999,15,0
2018-02-01,968268a686aa05d1f529fb07dff08130,SP,1,1,1,634.4,5,0
2018-02-01,968ee78631915a63fef426d6733d7422,RS,2,2,1,450.0,63,1
2018-02-01,972d0f9cf61b499a4812cf0bfa3ad3c4,SC,40,44,11,4087.1299999999987,6,0
2018-02-01,973f21788dfab357250f69a8dcb7ddee,MG,4,6,4,360.0,9,0
2018-02-01,974cf2cb8f4b7add98709c30df02fe10,SP,8,8,3,676.92,1,0
2018-02-01,977f9f63dd360c2a32ece2f93ad6d306,SP,7,7,7,750.0,11,0
2018-02-01,979e9f8b5b39dd243a2550c8b05aecf0,SP,1,2,1,150.0,5,0
2018-02-01,97e995629983723d11830a829bc2b246,SP,3,3,3,284.70000000000005,15,0
2018-02-01,984c273121e743dd14767befe6cb17f5,SP,1,1,1,259.6,67,1
2018-02-01,9853a239ab7b7ebbdc3a21248d5b8e1f,PR,4,4,4,242.0,64,1
2018-02-01,989becdce12ebc39863c2bceab6f3ca1,PR,5,5,3,2262.9,5,0
2018-02-01,98dac6635aee4995d501a3972e047414,SP,47,95,31,2384.590000000002,21,0
2018-02-01,98e164d549402270247f3c96a1a158ef,SP,2,2,2,162.7,165,1
2018-02-01,98f52e1020fe788c10c0418de4393fec,RJ,1,1,1,21.6,175,1
2018-02-01,99002261c568a84cce14d43fcffb43ea,MT,5,5,3,560.0,8,0
2018-02-01,994f04b3718c2bab35c2adfa8afecd2a,SP,27,34,16,2066.700000000001,0,0
2018-02-01,9996ae921c50e8dff411ac69c0b4bb8b,SP,2,3,3,29.700000000000003,99,1
2018-02-01,999f6d9a1c7c81f43be44c6b7d076210,SP,1,1,1,14.0,332,1
2018-02-01,99eaacc9e6046db1c82b163c5f84869f,SP,61,65,16,12153.279999999997,35,0
2018-02-01,9a03a4e9eb0b947652fae4f6121a3f5e,SP,1,1,1,150.0,28,0
2018-02-01,9a84ba99f5367fdbd4598363496f1ea2,GO,12,12,2,763.4999999999999,79,0
2018-02-01,9add47bf45ce8e8c7db6b9cf670b1e09,PR,26,28,9,2618.9500000000007,105,0
2018-02-01,9b00cad94ef3078faf6fba2e792c158f,MG,1,1,1,354.9,42,1
2018-02-01,9b00ed88b7fdb95d6ff76e27c1b52d16,SP,28,31,15,890.7,0,0
2018-02-01,9b013e03b2ab786505a1d3b5c0756754,SP,43,57,17,2286.259999999999,3,0
2018-02-01,9b1ab052f5fca308ba743ac789ebb2e1,PR,2,2,2,294.09000000000003,269,1
2018-02-01,9b522ba7eae9e1d04082f267144583cc,SP,2,3,2,1358.8,63,0
2018-02-01,9baf5cb77970f539089d09a38bcec5c3,SP,17,18,13,3518.819999999998,2,0
2018-02-01,9bc484c87d79cd4874e05ca182658045,SP,4,4,4,522.5,1,0
2018-02-01,9bcdfa7b615b3abb9461d9e3ad9886ae,SC,10,11,7,972.37,67,0
2018-02-01,9bf11dfc0bec77e5a23028043c3c5a8f,MG,1,1,1,115.0,67,1
2018-02-01,9c068d10aca38e85c50202e17b4a7e88,MS,13,13,12,2089.3,1,0
2018-02-01,9c0e69c7bf2619675bbadf47b43f655a,SP,116,155,60,27564.89000000005,22,0
2018-02-01,9c3c24eca51c52b91c1de727d2a2ae06,RS,4,4,3,207.70000000000002,50,0
2018-02-01,9c57bc60cfad5ee62d35d3f1ce4593a1,PR,1,1,1,180.0,275,1
2018-02-01,9c690ceacd5c66731bf443ea810195cb,MG,1,1,1,99.9,160,0
2018-02-01,9cad4b68bb993ee401a3c5aaa2bc26dd,SP,1,1,1,109.9,15,0
2018-02-01,9cea4682e16655f7da87f406902e989e,PR,3,8,2,64.11,12,0
2018-02-01,9d39404483343dd55c7ae254494d8388,SP,5,5,3,153.70000000000002,1,0
2018-02-01,9d489893ff6af05029671b785f54b998,SP,1,2,1,79.8,222,0
2018-02-01,9d4db00d65d7760644ac0c14edb5fd86,SP,10,11,4,1230.3300000000002,14,0
2018-02-01,9d5604a1f112324ad6b2aa552122e0fb,SP,4,5,2,167.5,1,0
2018-02-01,9d5a9018aee56acb367ba9c3f05d1d6a,GO,65,77,22,10007.649999999994,8,0
2018-02-01,9d7a1d34a5052409006425275ba1c2b4,SP,4,7,4,739.58,41,0
2018-02-01,9da1ca0bef29ee170e541927a5aeabdc,SP,6,6,2,1484.4,128,1
2018-02-01,9dd459b29a14bf89d47183cf2cd0e4c7,SP,1,1,1,150.0,17,1
2018-02-01,9dd59e43f0c9f0553244e8f9c2fb247e,PR,10,10,8,356.3,8,1
2018-02-01,9dda5bbacd45e18d6485fee649205d09,MG,14,15,12,1133.2,1,0
2018-02-01,9de4643a8dbde634fe55621059d92273,SC,62,69,5,14845.019999999986,0,0
2018-02-01,9df5750209b83567ec144eb299d7d634,RS,7,7,6,2169.0,16,0
2018-02-01,9e25199f6ef7e7c347120ff175652c3b,SP,1,1,1,12.5,310,1
2018-02-01,9e6229250fedbe05838fef417b74e7fb,SP,6,7,2,1259.3000000000002,2,0
2018-02-01,9e94fa26a70ede4d26226e918e8706a2,SP,1,1,1,62.8,180,1
2018-02-01,9e9b539eb2806acee3f5c28085c1db9f,MG,3,3,3,967.0,55,1
2018-02-01,9ed65337433adfbedefd23dd76eaa494,SP,1,1,1,285.0,43,0
2018-02-01,9ef932e837d8b7f392c0bfee9d359dc2,SP,1,1,1,59.9,72,1
2018-02-01,9f505651f4a6abe901a56cdc21508025,SP,80,86,36,4625.409999999994,1,0
2018-02-01,9fbd5666d8618fa571c4230fafa09bd6,SP,1,1,1,79.9,154,1
2018-02-01,9fc70243fb26800cba56e8f014797004,MG,3,4,1,299.6,29,0
2018-02-01,9fe7c6641c79970ab48185498f547c09,SP,1,1,1,130.0,203,1
2018-02-01,a00824eb9093d40e589b940ec45c4eb0,SP,2,2,1,5999.98,113,0
2018-02-01,a0415d9b25ede3c4b1e477e9916ffc03,RJ,9,9,7,3544.2000000000003,22,1
2018-02-01,a066df7361163e7ddc5d7452dd17448b,SP,5,5,2,319.5,16,0
2018-02-01,a08692680c77d30a0b4280da5df01c5a,SP,6,17,4,2433.0,5,1
2018-02-01,a09a13f18ed27932d08438aa6f12756e,RS,1,1,1,29.9,95,1
2018-02-01,a1043bafd471dff536d0c462352beb48,MG,360,394,6,52006.01999999992,0,0
2018-02-01,a13580f0e8f782b7a543885a0ef99f08,RJ,9,9,4,1204.91,34,0
2018-02-01,a1474fd46fd3430168f7ec202da39408,SP,12,14,8,2752.5,101,1
2018-02-01,a1544b9ea0b2390e020537d4daa89049,SP,5,5,3,509.49999999999994,49,0
2018-02-01,a154d7316f158bb42e6fa18bbe3afd3a,SP,2,2,1,139.8,327,1
2018-02-01,a17f621c590ea0fab3d5d883e1630ec6,SP,58,72,32,2459.8999999999983,14,0
2018-02-01,a20d8058c866dbaeca014d2cd20ac62e,SP,1,1,1,597.0,41,0
2018-02-01,a23266650e7c84bb93fbbba502137478,RS,11,16,8,1512.4000000000005,33,1
2018-02-01,a2a41aedb70551d4a85aa04dc2fced48,SP,2,2,1,52.79,57,1
2018-02-01,a2b911e9ad40dc7d61c142a4683e2d85,RJ,1,1,1,85.9,266,1
2018-02-01,a2e874074c877c5a05abae80ad6e488f,SP,26,27,15,5579.0199999999995,7,0
2018-02-01,a2fa0bdc798ee84cdb08281337cf4fb6,SC,8,11,6,354.86,16,1
2018-02-01,a3082f442524a1be452e3189e003b361,SP,2,2,2,109.8,12,1
2018-02-01,a35124e2d763d7ca3fbe3b97d143200f,SP,4,7,2,411.5,268,1
2018-02-01,a353b1083c9863d756d9404695016d64,ES,1,1,1,120.0,55,1
2018-02-01,a35ef466c6fd6d052f5d241240d3c5e2,RS,3,3,3,569.9,123,1
2018-02-01,a369d693961cb93b61ca2cc518872a85,SP,4,7,4,924.0,17,0
2018-02-01,a36ac007a4d18f865c8d32c3b2402c2d,SP,3,3,2,579.84,147,1
2018-02-01,a36b125ac6d5fdbc7f50de85c9157bdc,SP,17,19,7,1089.71,21,0
2018-02-01,a37c340b91cb0169e8b029db6440fba2,SP,5,5,1,345.0,139,1
2018-02-01,a3a38f4affed601eb87a97788c949667,SC,202,211,95,20685.460000000036,4,0
2018-02-01,a3b0df0065e264a91b7bbf5f844af5cd,SP,2,2,2,186.69,130,1
2018-02-01,a3dd39f583bc80bd8c5901c95878921e,BA,30,32,3,4259.209999999999,56,0
2018-02-01,a3e9a2c700480d9bb01fba070ba80a0e,SP,65,76,41,6326.9,5,0
2018-02-01,a3f0b55de503387383c7b1de3ad7f678,PR,4,4,3,739.6,3,0
2018-02-01,a416b6a846a11724393025641d4edd5e,SP,91,106,64,15830.590000000002,3,0
2018-02-01,a420f60ff1aa9acc80d0e42959f2b313,SP,19,19,7,2468.5,1,0
2018-02-01,a425f92c199eb576938df686728acd20,PR,9,10,10,575.0,23,0
2018-02-01,a435b009cd956ea60748b5cfbddf2e24,SP,3,3,2,361.18,189,1
2018-02-01,a44fb5a447105f8469bdf16bf9159f25,RS,3,3,1,297.0,54,0
2018-02-01,a45765f8afb1e594b22bf9e974b46765,SP,1,1,1,79.99,328,1
2018-02-01,a478c7961d6a992065b24e63b366f90b,SC,7,8,4,1082.5,217,0
2018-02-01,a49928bcdf77c55c6d6e05e09a9b4ca5,SP,85,93,3,7748.899999999988,22,0
2018-02-01,a4b6b9b992b46e9ef863637af96e04bc,SC,5,7,4,4914.0,214,1
2018-02-01,a4bd6e9adf39b63f43dc545d3ca1f53d,RJ,3,3,3,1548.79,233,0
2018-02-01,a513150f33f99a06569e9cd5c4bb889b,SP,2,2,2,677.0,57,1
2018-02-01,a5259c149128e82c9d6d46e0c1c812bb,RO,7,7,6,1152.36,15,0
2018-02-01,a5a1bfcf728ab0e19182959cf0771ee4,SP,2,3,1,179.7,7,0
2018-02-01,a5bff0f43eb51f0cad7c37fac7244c8a,SP,4,5,2,445.0,126,1
2018-02-01,a5cba26a62b8b4d0145b68b841e62e7f,PR,9,10,9,2733.44,5,0
2018-02-01,a5dd1946fb63ada8bcaa0c9cd8f11e22,PE,4,4,4,158.59,27,0
2018-02-01,a673821011d0cec28146ea42f5ab767f,SP,71,78,28,7327.499999999989,7,0
2018-02-01,a67780aba9dd436e7ac0aa1f889e73ec,SP,3,3,3,386.4,0,0
2018-02-01,a6bd7d1ccdac48c6b33b28596b7eb122,PB,8,8,8,8064.5,57,0
2018-02-01,a6fe7de3d16f6149ffe280349a8535a0,SP,27,28,8,1597.2000000000007,2,0
2018-02-01,a70e9066dbfd10b6b97a3f54a1356762,PR,2,4,2,1716.0,72,1
2018-02-01,a72c2f59332659e361d647515c698798,RS,1,2,1,278.0,17,0
2018-02-01,a7b7354cc588f7566a848bcbb1ce3d96,SP,2,2,1,79.8,313,1
2018-02-01,a7c53f6b3b61adbdaa99dda97e8cbd56,SP,1,1,1,99.0,331,1
2018-02-01,a7c88262832dfc683781d6a421edefae,SP,4,4,4,1111.0,235,0
2018-02-01,a7f13822ceb966b076af67121f87b063,SP,68,79,29,11406.799999999985,271,1
2018-02-01,a806a4bb063ea7ca6d374eafa50a6058,ES,3,4,4,219.6,17,0
2018-02-01,a81466620e46a6970b22ef40379fdfc9,SC,2,2,1,321.8,110,1
2018-02-01,a888faf2d1baececa6baf9c3d603ee1f,PR,47,48,18,15825.399999999989,46,0
2018-02-01,a89e143d5211473ae18db9577ee34b64,SP,1,1,1,70.0,241,1
2018-02-01,a90a5da8b09e44264a177c0374a5ac87,PR,3,3,2,74.69999999999999,329,1
2018-02-01,a938325a4b357fd23a6a4d5bb126408e,RJ,10,11,9,1519.0,34,0
2018-02-01,a9415cf907dfa12f9ed18693244f5329,MG,1,2,1,210.0,12,1
2018-02-01,a99504ac23ed125aaf5302af6cc30af9,SP,1,1,1,978.0,108,1
2018-02-01,a9ae440659f48b7849df83e82734150b,SP,1,1,1,285.0,110,1
2018-02-01,a9b533a26e898b12e8b8d4c07279bf4d,RJ,4,4,1,119.6,54,1
2018-02-01,aa17b35ce4de7b565be3249ba838944f,SP,2,2,1,79.8,152,1
2018-02-01,aa1eb17b9fdf6dfd546e25c45c7b9235,SP,1,1,1,27.99,61,0
2018-02-01,aac29b1b99776be73c3049939652091d,MG,73,96,9,5523.389999999991,9,0
2018-02-01,aadfe0417e61315688b6bd7043361e25,GO,1,1,1,289.9,181,1
2018-02-01,aae3bfea055532c57fb453ed3ec80b30,SP,45,47,5,2737.9399999999996,11,0
2018-02-01,aae5953b9edddf14749c0d65d60eb4b9,MG,2,2,2,173.0,105,1
2018-02-01,aaed1309374718fdd995ee4c58c9dfcd,SC,87,94,44,7461.649999999991,4,0
2018-02-01,aafe36600ce604f205b86b5084d3d767,SC,78,79,24,5947.499999999994,22,0
2018-02-01,ab27bbbad5239bc31a34709275a70db4,SP,1,4,1,143.6,92,0
2018-02-01,ab3e0c171fe84a7ba7de130f19cfb485,PR,5,6,3,503.46000000000004,16,0
2018-02-01,ab75b89cc49c9ab3160d0c91565a442a,SP,1,1,1,18.99,210,1
2018-02-01,ab9db4cf53b08b828b64dccaafc2d9f0,RS,3,3,2,90.88,17,0
2018-02-01,aba1721a889e04decc910aa13b768ef4,SP,49,53,47,8035.5,4,0
2018-02-01,abbf6046bbdf1028606a5bc7f00c99e7,SC,1,1,1,215.0,7,0
2018-02-01,abc015ebac1d283a323ca9db35ede4b9,SP,12,13,8,1106.8,53,1
2018-02-01,abcd2cb37d46c2c8fb1bf071c859fc5b,MT,26,31,22,2670.3800000000006,0,0
2018-02-01,abe021b01ba992245271b9aa422032df,PR,2,2,2,6720.0,266,1
2018-02-01,abe42c5d03695b4257b5c6cbf4e6784e,RJ,18,18,14,6898.0,3,0
2018-02-01,ac3508719a1d8f5b7614b798f70af136,RS,80,80,37,10128.53999999999,1,0
2018-02-01,ac51cac5e20d69ff485a54746488ef48,SP,3,3,3,700.0,2,1
2018-02-01,ac6417315ae5da8f9a38ee11de6f7780,SP,5,5,4,592.4,40,0
2018-02-01,acadd4d36859671cb635527c6c977533,SP,1,1,1,46.0,46,0
2018-02-01,acb6c2ca5c82411c1fdb88d5fd5eb95e,SP,5,5,1,260.5,327,0
2018-02-01,aced59e9b31ef866a94f9e7f29d8d418,SP,44,50,15,4674.6,11,0
2018-02-01,acf974e4d5950ad143a247471b831eb9,RS,5,12,3,423.80000000000007,93,1
2018-02-01,ad14615bdd492b01b0d97922e87cb87f,SC,1,1,1,8.25,355,1
2018-02-01,ad273c9eb54ecb4532de4bf75bae9e4e,PR,7,8,6,426.0,29,0
2018-02-01,ad420dd0c4f92f8af951ac24b86d0cf5,MG,17,19,13,1294.8700000000001,64,0
2018-02-01,ad75519a07f039025e83795a4418470f,GO,2,5,2,175.62,1,1
2018-02-01,ad781527c93d00d89a11eecd9dcad7c1,SP,30,30,2,4799.699999999996,7,0
2018-02-01,ad87df7699e83b8a91822a4a0b765c3a,SP,5,6,5,309.9,218,1
2018-02-01,ad8b531ae67582f096925cff5630d0d1,PR,2,2,2,198.45000000000002,68,1
2018-02-01,ad97a199236354e53fcd91a5a913e9a2,SC,8,8,4,4687.5,0,0
2018-02-01,adbc26658d6c7b4b6219f9d934598091,PR,50,53,7,7142.0,1,0
2018-02-01,adbe70ab2c97442046d393988c8d1d27,SP,5,5,2,289.5,111,1
2018-02-01,adcf50477d6a1f5d91bb9d54c4903cb5,MG,14,29,11,786.9499999999998,214,0
2018-02-01,ae45ad30c2d2e5913094769690a239d2,SP,1,2,1,251.8,54,1
2018-02-01,ae8bfdbf1c2a2a2dee92d799db0a31c6,PR,8,8,6,339.92,261,1
2018-02-01,af4a0e4cfe1d9c26b6712b1be25a72e5,MG,13,17,12,5617.789999999999,1,0
2018-02-01,afa6714acee029b2dfdf357e5579cc03,SP,7,7,5,1422.94,59,0
2018-02-01,afe0067131b73e40875c9b6c10bd2e21,MG,43,43,7,4810.7,20,0
2018-02-01,b026643914f651e8371425e5b8a1e780,RJ,1,1,1,27.9,207,1
2018-02-01,b05b432bf68945d4d9783f9e3ca29ee8,SP,2,2,2,224.8,140,1
2018-02-01,b080809eaacb49e5ca07290981472431,MG,6,6,4,244.0,8,0
2018-02-01,b0b346d3a89f5eb4c2968af3f083cd43,SP,4,4,2,185.0,25,0
2018-02-01,b1204cfda1d4948679db3cfc0d3cb95c,SP,2,2,2,87.5,191,0
2018-02-01,b127efdabeffb5d559349c7b172eb75d,SP,9,9,9,280.5,259,1
2018-02-01,b12cfd255810394b60caef18ae163547,PR,2,2,1,560.0,68,1
2018-02-01,b14db04aa7881970e83ffa9426897925,SP,51,76,10,4195.299999999999,9,0
2018-02-01,b17b679f4f5ce2e03ce6968c62648246,SP,22,22,18,1789.9900000000002,8,0
2018-02-01,b18dc380845b24038cfc48006478f099,SP,8,8,5,1646.3399999999997,12,0
2018-02-01,b19f3ca2ea475913750f25a5c37c8d8f,MG,2,2,2,338.8,95,0
2018-02-01,b1aaae6b66ad3c40f54b389d7ea4bee0,SP,14,16,14,1090.25,252,1
2018-02-01,b1ac6ea7895bc3dd6f0f6f4abbdd2821,RS,38,38,3,2962.0,47,1
2018-02-01,b1b3948701c5c72445495bd161b83a4c,SP,14,14,2,21519.500000000004,174,1
2018-02-01,b1fc4f64df5a0e8b6913ab38803c57a9,RJ,52,62,5,3897.849999999999,13,0
2018-02-01,b1fecf4da1fa2689bccffa0121953643,MS,15,16,7,2957.0400000000004,249,1
2018-02-01,b2479f944e1b90cf8a5de1bbfde284d6,SP,12,15,11,522.85,1,0
2018-02-01,b2a6d334e2833acea353624840e25a0e,SP,18,19,3,1321.6800000000003,2,0
2018-02-01,b2ac621f0d0322434d04a12b078b9369,PR,11,11,7,4041.8,0,0
2018-02-01,b2ba3715d723d245138f291a6fe42594,SP,248,263,123,39119.79000000018,0,0
2018-02-01,b2eecf5ea250510da76590ca79d60e5d,SP,9,11,5,1060.0,81,1
2018-02-01,b2f4d63c7203f539a78252565ca32257,RJ,1,1,1,14.9,144,1
2018-02-01,b32be1695eb7ec5f10f72d9610a12527,RS,18,18,4,11095.0,2,0
2018-02-01,b335c59ab742f751a85db9c411a86739,MG,27,28,18,2294.4100000000008,50,1
2018-02-01,b33aaadd1a8891d2dfef0c4c3bdf0371,SP,1,1,1,100.0,18,0
2018-02-01,b33e7c55446eabf8fe1a42d037ac7d6d,SP,102,104,21,27763.170000000024,0,0
2018-02-01,b347677812ea483b0f528eaf8cbc09b7,PR,7,7,2,2602.0,3,0
2018-02-01,b372ee768ed69e46ca8cdbd267aa7a38,SP,36,39,18,6965.0,0,0
2018-02-01,b37c4c02bda3161a7546a4e6d222d5b2,SP,2,9,2,13615.0,121,0
2018-02-01,b39d7fe263ef469605dbb32608aee0af,SP,5,5,3,729.5,14,0
2018-02-01,b3b17aab11f273023a5f22ca52e1eb70,PR,1,1,1,293.0,6,0
2018-02-01,b3e2faf2c1004d674f16a3aa3197f0e1,SP,3,3,3,61.47,265,1
2018-02-01,b3f19518fcec265b2e97af287725f981,SP,8,8,4,444.92,161,1
2018-02-01,b410bdd36d5db7a65dcd42b7ead933b8,GO,1,1,1,179.0,7,0
2018-02-01,b416191c9813d821a295cfabafff4161,SP,2,2,1,117.8,168,1
2018-02-01,b45d7ebfb7378630f1bcd74b6ff86ff7,MG,3,3,1,899.6999999999999,118,1
2018-02-01,b499c00f28f4b7069ff6550af8c1348a,SP,54,62,37,3403.3799999999947,1,0
2018-02-01,b4a476fbd28de64b1e347abf9089366a,SP,27,32,11,4366.04,15,0
2018-02-01,b4ffb71f0cb1b1c3d63fad021ecf93e1,SP,76,92,61,3471.8199999999993,4,0
2018-02-01,b55638ad525e906c698fa2ce742c1742,SC,4,5,3,280.8,9,0
2018-02-01,b561927807645834b59ef0d16ba55a24,SP,5,5,4,458.0,0,0
2018-02-01,b56828a9f9027f3c918c04ca720d9e3c,SP,2,2,2,240.0,27,0
2018-02-01,b56906f7fd1696e043f1bcce164c487b,SP,24,24,10,1346.4499999999998,0,0
2018-02-01,b5abf4f36adc043117b4fca82c22984c,DF,3,4,3,561.5999999999999,54,0
2018-02-01,b5bb2b985208834bd5bd86c7a402bbad,RS,1,1,1,310.53,0,0
2018-02-01,b5e3e38609125694d2ea2417522a60b7,SC,16,17,10,995.0400000000001,134,1
2018-02-01,b5f49fe968dff6b112861e6cd8e192ef,PR,1,2,2,194.70000000000002,11,1
2018-02-01,b6d44737c043328708f6749c2dbe50bd,SP,24,31,13,2198.1000000000004,5,0
2018-02-01,b6dc74ed30f124f95227bed4e43a3bed,PR,9,10,6,387.56,57,1
2018-02-01,b6e1504972665f739dec4facb9943775,SP,10,10,6,1050.9799999999998,25,0
2018-02-01,b76a1f8356322f12529c37b67d5c96c2,SP,3,3,3,198.7,8,0
2018-02-01,b76dba6c951ab00dc4edf0a1aa88037e,SP,98,103,21,1413.3400000000013,15,0
2018-02-01,b77a27b1864483e721dc831d5ba4afa0,RJ,1,1,1,20.9,307,1
2018-02-01,b7cc6c5e001441ae8cdd5c69a480cbe4,SC,5,5,4,452.8,68,1
2018-02-01,b7d5b4b87af9d42b601865d3f3810bff,SC,1,1,1,350.0,270,1
2018-02-01,b7e1750c1157341d2abd0251e07c186b,SP,3,4,4,159.6,286,1
2018-02-01,b7ed9fb14c8eadb37adb9c45d67ab0fb,SP,6,10,5,501.1,41,0
2018-02-01,b83cedfb587e7911540e3f576d6917ce,SP,21,22,15,1973.98,13,0
2018-02-01,b8555308bfdb4ca1ed54325a58da9a97,SP,4,5,2,489.5,23,0
2018-02-01,b8630e1121437d41cb08e3c749c2c2e2,RJ,2,2,2,3158.0,11,0
2018-02-01,b86a47b3366e3b5424a7b225781f4908,MG,1,1,1,86.5,26,1
2018-02-01,b87a7ea0c30fad2dd6781b74a0064859,SP,2,2,2,200.9,12,0
2018-02-01,b88e7c57cb2d8b973b7dd4a2bfa14b36,PR,4,4,3,353.9,61,1
2018-02-01,b8bc237ba3788b23da09c0f1f3a3288c,SC,22,24,1,6548.929999999999,6,0
2018-02-01,b8d890108a7a80e4f5d59eea9f362438,PR,2,3,2,89.69999999999999,104,1
2018-02-01,b90e891671cffd9557f33a97dc523645,PR,10,10,9,1094.0,0,0
2018-02-01,b92e3c8f9738272ff7c59e111e108d7c,MG,42,46,25,5483.489999999999,1,0
2018-02-01,b94cc9f10ddc85e4ba73a6f7974e7101,RJ,23,23,6,14047.699999999995,68,0
2018-02-01,b98b715fe9e276204e2a3464f48cd796,SP,3,3,1,239.70000000000002,342,0
2018-02-01,b9a03475e6447e631b6799ec8274800f,PR,6,6,6,707.8,21,0
2018-02-01,b9c0ffa92f3ff9a5a3d45ef7213c0842,SP,3,3,2,490.0,46,1
2018-02-01,ba6b4a237f92479743cf0ca06b67a9ac,RJ,2,2,2,124.99,2,0
2018-02-01,ba6b68b55fe8704377a7d43c8e5c0185,MG,5,5,3,739.77,242,1
2018-02-01,baa49d93c8c8841e27400a300f5d74b2,SC,6,6,3,246.4,240,1
2018-02-01,bab0a8cd684e41ba6e2637dca0979d3b,RJ,1,1,1,269.9,162,1
2018-02-01,bacb1f0ed56ad24198f5810d2b3fe9a5,SP,38,38,20,6078.049999999997,14,1
2018-02-01,baeda7047354773262ba2405f97038ba,SP,1,1,1,35.0,123,1
2018-02-01,baf15155e37ef5492731459bdc05be8a,SP,1,1,1,47.0,321,1
2018-02-01,bafc5aa11e413978be29040f51342e70,MG,9,9,6,1679.5500000000002,6,1
2018-02-01,bb135baca94c82fcb731335ad5b04a03,SP,10,17,9,451.4,22,0
2018-02-01,bb3dca718920a4d7ec3cc9ffb025108b,SP,2,3,2,108.0,350,1
2018-02-01,bb5bd94c8f59cc050072d2930c869cac,SP,13,13,9,2083.9800000000005,11,0
2018-02-01,bb5d956dece964a06c12bceb66b923ae,RJ,1,1,1,1069.36,9,0
2018-02-01,bb7a14e229b1c95156719c3d9552eeee,RJ,9,9,5,2510.3,13,0
2018-02-01,bba3293d6f5d5af2f415e004e8b93ae3,SP,9,9,4,6500.49,2,0
2018-02-01,bba74270a87732727b5a3b4fd9ac1c39,MG,24,25,16,4001.749999999998,7,0
